system_name...1,district,school_name,fac_schtype,system_name...5,total,out_of_school_suspension_oss,juvenile_court_referral,physical_restraint,corporal_punishment,permanent_expulsion,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Appling County,Appling County,Appling County High School,H,Appling County,970,99,2,0,0,0,90.41,22,12,61,5,1.4,101
Appling County,Appling County,Appling County Elementary School,E,Appling County,551,7,0,2,10,0,90.38,29,22,44,10,13.1,19
Appling County,Appling County,Appling County Middle School,M,Appling County,795,65,1,0,54,0,90.44,24,16,55,6,3.8,120
Appling County,Appling County,Appling County Primary School,E,Appling County,516,1,0,0,47,0,90.31,25,24,45,11,20.3,48
Appling County,Appling County,Altamaha Elementary School,E,Appling County,378,0,0,0,10,0,90.48,10,7,80,2,5,10
Appling County,Appling County,Fourth District Elementary School,E,Appling County,152,0,0,0,35,0,90.13,10,13,74,3,7.9,35
Atkinson County,Atkinson County,Atkinson County High School,H,Atkinson County,478,6,0,0,14,0,80.13,17,37,45,5,2.9,20
Atkinson County,Atkinson County,Atkinson County Middle School,M,Atkinson County,374,8,0,0,0,0,85.56,14,42,42,8,4.5,8
Atkinson County,Atkinson County,Willacoochee Elementary School,E,Atkinson County,162,1,0,0,0,0,90.12,27,27,46,10,9.9,1
Atkinson County,Atkinson County,Pearson Elementary School,E,Atkinson County,569,28,0,0,12,0,85.94,14,45,39,11,23.9,40
Bacon County,Bacon County,Bacon County Primary School,E,Bacon County,468,1,0,0,12,0,86.54,22,15,57,5,8.3,13
Bacon County,Bacon County,Bacon County Middle School,M,Bacon County,494,69,0,0,2,0,68.22,21,15,59,6,1.8,71
Bacon County,Bacon County,Bacon County High School,H,Bacon County,591,50,0,0,4,0,58.04,17,12,67,4,1.2,54
Bacon County,Bacon County,Bacon County Elementary School,E,Bacon County,495,17,0,0,18,0,86.46,22,15,57,5,7.3,35
Baker County,Baker County,Baker County K12 School,K12,Baker County,271,31,0,0,0,0,94.1,60,12,23,2,0,31
Baldwin County,Baldwin County,Oak Hill MS,M,Baldwin County,1162,477,0,0,0,0,92.86,72,3,21,0,0.6,477
Baldwin County,Baldwin County,Baldwin High School,H,Baldwin County,1204,66,0,0,0,0,92.86,72,2,22,0,0.3,66
Baldwin County,Baldwin County,Lakeview Academy,E,Baldwin County,680,121,0,0,0,0,92.79,64,4,26,0,1.9,121
Baldwin County,Baldwin County,Midway Hills Primary,E,Baldwin County,558,28,0,0,0,0,92.83,62,1,31,0,0,28
Baldwin County,Baldwin County,Lakeview Primary,E,Baldwin County,687,68,0,0,0,0,92.87,57,4,30,0,2.8,68
Baldwin County,Baldwin County,Midway Hills Academy,E,Baldwin County,564,136,0,0,0,0,92.73,67,1,27,0,0,136
Banks County,Banks County,Banks County Middle School,M,Banks County,695,67,0,0,0,0,61.01,1,10,86,0,1.7,67
Banks County,Banks County,Banks County Elementary School,E,Banks County,606,0,0,0,0,0,65.68,2,10,82,0,6.1,0
Banks County,Banks County,Banks County High School,H,Banks County,843,45,0,0,0,0,51.01,2,9,87,0,1.5,45
Banks County,Banks County,Banks County Primary School,E,Banks County,594,3,0,0,0,0,60.1,2,7,88,0,3.5,3
Barrow County,Barrow County,Apalachee High School,H,Barrow County,1887,251,2,0,0,0,53.68,15,21,56,0,3.9,253
Barrow County,Barrow County,County Line Elementary School,E,Barrow County,521,11,0,12,0,0,63.34,7,19,61,1,14.2,23
Barrow County,Barrow County,Haymon-Morris Middle School,M,Barrow County,851,44,0,0,0,0,57.23,12,21,57,0,3.5,44
Barrow County,Barrow County,Bear Creek Middle School,M,Barrow County,1975,47,0,0,0,0,57.26,14,20,59,0,3.7,47
Barrow County,Barrow County,Kennedy Elementary School,E,Barrow County,840,23,0,0,0,0,73.1,19,23,46,0,15,23
Barrow County,Barrow County,Bramlett Elementary School,E,Barrow County,662,3,0,2,0,0,44.71,6,15,67,0,12.1,5
Barrow County,Barrow County,Westside Middle School,M,Barrow County,1274,89,0,0,0,0,69.42,14,19,56,0,4.3,89
Barrow County,Barrow County,Bethlehem Elementary School,E,Barrow County,1161,6,0,0,0,0,63.31,9,23,60,0,12.5,6
Barrow County,Barrow County,Russell Middle School,M,Barrow County,978,67,0,0,0,0,61.66,14,17,58,0,2.8,67
Barrow County,Barrow County,Yargo Elementary School,E,Barrow County,806,10,0,1,0,0,61.04,16,18,57,0,14,11
Barrow County,Barrow County,Winder Elementary School,E,Barrow County,622,72,0,0,0,0,78.62,21,18,47,0,11.1,72
Barrow County,Barrow County,Auburn Elementary School,E,Barrow County,630,27,0,27,0,0,80,6,19,60,0,12.9,54
Barrow County,Barrow County,Winder-Barrow High School,H,Barrow County,2075,133,5,0,0,1,50.46,14,18,57,0,2.4,139
Barrow County,Barrow County,Holsenbeck Elementary School,E,Barrow County,698,14,0,0,0,0,71.49,9,20,61,0,14,14
Barrow County,Barrow County,Statham Elementary School,E,Barrow County,745,6,0,0,0,0,69.8,15,17,58,0,11.3,6
Bartow County,Bartow County,Woodland Middle School at Euharlee,M,Bartow County,717,109,0,0,0,0,52.3,8,8,79,0,0.7,109
Bartow County,Bartow County,Clear Creek Elementary School,E,Bartow County,572,18,0,0,0,0,51.57,2,7,84,0,3.3,18
Bartow County,Bartow County,Adairsville High School,H,Bartow County,977,81,5,0,0,0,43.3,7,7,82,0,1.1,86
Bartow County,Bartow County,Pine Log Elementary,E,Bartow County,367,3,0,0,0,0,58.31,1,6,89,0,3.5,3
Bartow County,Bartow County,Euharlee Elementary School,E,Bartow County,416,20,0,0,0,0,50.72,10,9,76,0,2.6,20
Bartow County,Bartow County,Cass High School,H,Bartow County,1518,119,0,0,0,0,51.38,16,17,61,0,2.9,119
Bartow County,Bartow County,Cloverleaf Elementary,E,Bartow County,628,10,0,0,0,0,65.29,16,18,57,0,12.1,10
Bartow County,Bartow County,White Elementary School,E,Bartow County,523,36,0,0,0,0,59.08,15,15,63,0,8.4,36
Bartow County,Bartow County,Adairsville Elementary School,E,Bartow County,668,9,0,0,0,0,52.1,10,5,78,0,2.2,9
Bartow County,Bartow County,Mission Road Elementary School,E,Bartow County,442,3,0,0,0,0,55.66,8,14,73,0,6.8,3
Bartow County,Bartow County,South Central Middle School,M,Bartow County,626,164,0,0,0,0,56.82,9,22,63,0,2.9,164
Bartow County,Bartow County,Cass Middle School,M,Bartow County,978,144,0,0,0,0,62.07,14,18,61,0,4.1,144
Bartow County,Bartow County,Allatoona Elementary School,E,Bartow County,415,11,0,0,0,0,75.18,5,33,56,0,23.1,11
Bartow County,Bartow County,Woodland High School,H,Bartow County,2993,129,0,0,0,0,44.01,7,15,75,0,1,129
Bartow County,Bartow County,Kingston Elementary School,E,Bartow County,460,26,0,0,0,0,77.17,19,22,53,0,13.5,26
Bartow County,Bartow County,Adairsville Middle School,M,Bartow County,786,138,0,0,0,0,50.76,4,8,84,0,1,138
Bartow County,Bartow County,Hamilton Crossing Elementary School,E,Bartow County,526,52,0,0,0,0,53.61,8,21,63,0,14.4,52
Bartow County,Bartow County,Taylorsville Elementary School,E,Bartow County,476,45,0,0,0,0,51.89,5,10,80,0,3.2,45
Bartow County,Bartow County,Emerson Elementary School,E,Bartow County,367,17,0,0,2,0,73.3,5,15,75,0,7.9,19
Ben Hill County,Ben Hill County,Ben Hill Elementary School,E,Ben Hill County,722,34,0,0,2,0,91.69,44,10,41,1,2.6,36
Ben Hill County,Ben Hill County,Ben Hill County Primary School,E,Ben Hill County,672,59,0,0,15,0,91.67,44,10,43,1,7.3,74
Ben Hill County,Ben Hill County,Fitzgerald High School,H,Ben Hill County,824,92,0,0,0,0,91.63,41,13,43,0,1,92
Ben Hill County,Ben Hill County,Ben Hill County Middle School,M,Ben Hill County,728,153,0,0,0,0,91.62,46,14,37,1,0.8,153
Berrien County,Berrien County,Berrien High School,H,Berrien County,804,86,0,0,0,0,83.46,13,9,74,2,1,86
Berrien County,Berrien County,Berrien Academy Performance Learning Center,H,Berrien County,66,7,0,0,0,0,83.33,3,6,89,0,0,7
Berrien County,Berrien County,Berrien Middle School,M,Berrien County,761,80,0,0,0,0,83.57,14,9,74,2,0.7,80
Berrien County,Berrien County,Berrien Elementary School,E,Berrien County,698,25,0,0,0,0,83.52,11,8,76,2,2.4,25
Berrien County,Berrien County,Berrien Primary School,E,Berrien County,681,43,0,0,0,0,83.55,15,7,72,2,3.5,43
Bibb County,Bibb County,Skyview Elementary School,E,Bibb County,415,25,0,6,0,0,70.22,34,4,57,0,0.5,31
Bibb County,Bibb County,Burdell Elementary School,E,Bibb County,453,70,0,5,0,0,85.02,95,2,1,0,2.4,75
Bibb County,Bibb County,Howard High School,H,Bibb County,1200,433,2,5,0,1,70.5,64,4,25,0,1.3,441
Bibb County,Bibb County,Ballard Hudson Middle School,M,Bibb County,701,899,0,39,0,0,94.69,94,2,2,0,0,938
Bibb County,Bibb County,Bruce Elementary School,E,Bibb County,389,49,0,1,0,0,73.2,92,2,5,0,0,50
Bibb County,Bibb County,Academy For Classical Education,K12,Bibb County,1708,70,0,0,0,0,24.29,16,3,71,0,1.1,70
Bibb County,Bibb County,Central High School,H,Bibb County,2217,280,0,0,0,1,93.27,89,2,5,0,0,281
Bibb County,Bibb County,Westside High School,H,Bibb County,2014,816,2,3,0,1,87.76,87,4,6,0,0.2,822
Bibb County,Bibb County,Vineville Academy,E,Bibb County,512,18,0,0,0,0,92.96,79,6,12,0,0.4,18
Bibb County,Bibb County,Rutland High School,H,Bibb County,948,216,0,0,0,0,68.56,43,11,41,0,2.4,216
Bibb County,Bibb County,Howard Middle School,M,Bibb County,1009,347,3,23,0,0,80.13,68,6,20,0,1.8,373
Bibb County,Bibb County,Northeast High School,H,Bibb County,729,275,0,2,0,1,63.93,95,1,2,0,0,278
Bibb County,Bibb County,Miller Magnet Middle School,M,Bibb County,582,82,0,2,0,0,84.3,88,3,6,0,0,84
Bibb County,Bibb County,Rutland Middle School,M,Bibb County,821,402,0,0,0,0,92.91,47,12,36,0,3,402
Bibb County,Bibb County,Price Academy,M,Bibb County,28,33,0,0,0,0,93.02,32,4,57,0,0,33
Bibb County,Bibb County,Williams Elementary School,E,Bibb County,303,51,0,24,0,0,42.86,97,0,2,0,0,75
Bibb County,Bibb County,Southwest High School,H,Bibb County,874,491,6,24,0,1,94.51,94,3,2,0,0,522
Bibb County,Bibb County,Rosa Taylor Elementary School,E,Bibb County,535,71,0,23,0,0,70.64,73,5,15,0,3.9,94
Bibb County,Bibb County,Weaver Middle School,M,Bibb County,940,762,0,81,0,0,48.39,85,7,5,0,3.6,843
Bibb County,Bibb County,Heritage Elementary School,E,Bibb County,1063,37,0,44,0,0,58.83,68,6,18,0,2.8,81
Bibb County,Bibb County,Union Elementary School,E,Bibb County,944,255,0,98,0,0,73.61,95,1,2,0,0,353
Bibb County,Bibb County,Riley Elementary School,E,Bibb County,314,122,0,0,0,0,75.82,95,1,3,0,0,122
Bibb County,Bibb County,Brookdale Elementary School,E,Bibb County,324,65,0,1,0,0,85.77,94,1,3,0,0,66
Bibb County,Bibb County,Alexander II Magnet School,E,Bibb County,472,19,0,0,0,0,74.06,77,4,12,0,1.3,19
Bibb County,Bibb County,Bernd Elementary School,E,Bibb County,425,30,0,0,0,0,81.43,89,3,6,1,0,30
Bibb County,Bibb County,Porter Elementary School,E,Bibb County,389,13,0,0,0,0,72.4,28,34,32,0,23.4,13
Bibb County,Bibb County,Springdale Elementary School,E,Bibb County,573,37,0,0,0,0,40.65,47,4,38,0,4.5,37
Bibb County,Bibb County,Carter Elementary School,E,Bibb County,414,24,0,9,0,0,48.76,67,2,20,0,4.8,33
Bibb County,Bibb County,Lane Elementary School,E,Bibb County,407,47,0,1,0,0,92.05,76,5,11,0,3.2,48
Bibb County,Bibb County,Martin Luther King Jr Elementary School,E,Bibb County,668,148,0,24,0,0,79.76,95,1,2,0,0,172
Bibb County,Bibb County,Southfield Elementary School,E,Bibb County,833,291,0,42,0,0,73.61,85,9,3,0,6.4,333
Bibb County,Bibb County,Veterans Elementary School,E,Bibb County,747,179,0,52,0,0,85.57,84,10,3,0,6.4,231
Bibb County,Bibb County,Hartley Elementary School,E,Bibb County,446,71,0,0,0,0,92.97,97,1,1,0,0,71
Bibb County,Bibb County,Heard Elementary School,E,Bibb County,1703,38,0,1,0,0,44.32,35,8,52,0,2.5,39
Bibb County,Bibb County,Ingram/Pye Elementary School,E,Bibb County,404,67,0,0,0,0,90,98,1,1,0,0,67
Bibb County,Bibb County,Appling Middle School,M,Bibb County,616,387,0,3,0,0,94.39,93,1,3,0,0,390
Bleckley County,Bleckley County,Bleckley County High School,H,Bleckley County,678,40,0,0,0,0,50.88,24,4,68,0,0,40
Bleckley County,Bleckley County,Bleckley Middle School,M,Bleckley County,517,3,0,0,0,0,52.61,25,3,67,0,0,3
Bleckley County,Bleckley County,Bleckley County Success Academy,H,Bleckley County,49,66,1,0,3,0,93.88,27,2,65,0,0,70
Bleckley County,Bleckley County,Bleckley County Elementary School,E,Bleckley County,589,62,0,0,6,0,86.59,27,3,68,0,0,68
Bleckley County,Bleckley County,Bleckley County Primary School,E,Bleckley County,573,11,0,0,138,0,86.74,25,2,68,0,0,149
Brantley County,Brantley County,Waynesville Primary School,E,Brantley County,355,0,0,0,27,0,88.17,2,3,92,0,0.6,27
Brantley County,Brantley County,Atkinson Elementary School,E,Brantley County,1076,18,0,0,0,0,88.19,4,3,91,0,0.4,18
Brantley County,Brantley County,Brantley County Middle School,M,Brantley County,489,31,0,0,3,0,88.34,3,4,90,0,0.2,34
Brantley County,Brantley County,Nahunta Elementary School,E,Brantley County,281,18,0,0,6,0,88.26,5,4,88,0,0.7,24
Brantley County,Brantley County,Brantley County High School,H,Brantley County,988,123,0,0,0,0,68.12,3,2,94,0,0.5,123
Brantley County,Brantley County,Hoboken Elementary School,E,Brantley County,512,7,0,0,50,0,88.28,3,3,90,0,1.2,57
Brantley County,Brantley County,Nahunta Primary School,E,Brantley County,379,0,0,0,34,0,88.13,4,1,93,0,0.5,34
Brooks County,Brooks County,Brooks County High School,H,Brooks County,486,28,0,0,0,0,92.79,52,12,32,1,1.4,28
Brooks County,Brooks County,Quitman Elementary School,E,Brooks County,617,82,0,0,11,0,89.91,69,11,18,2,8.3,93
Brooks County,Brooks County,Brooks County Middle School,M,Brooks County,471,53,0,0,0,0,92.96,52,12,33,2,1.1,53
Brooks County,Brooks County,North Brooks Elementary School,E,Brooks County,379,12,0,0,0,0,92.48,29,8,59,2,5.5,12
Brooks County,Brooks County,Delta Innovative School,H,Brooks County,103,3,0,0,0,0,93.66,66,5,25,0,0,3
Brooks County,Brooks County,Brooks County Early Learning Center,E,Brooks County,276,0,0,0,0,0,83.72,83,4,2,0,4.9,0
Bryan County,Bryan County,Dr. George Washington Carver Elementary School,E,Bryan County,772,46,0,21,0,0,35.23,20,11,60,0,2.8,67
Bryan County,Bryan County,Richmond Hill High School,H,Bryan County,2272,256,0,0,0,0,23.64,16,10,64,0,0.5,256
Bryan County,Bryan County,Richmond Hill Middle School,M,Bryan County,1755,93,0,0,0,0,26.95,14,10,66,0,0.7,93
Bryan County,Bryan County,Richmond Hill Primary School,E,Bryan County,669,62,0,0,0,0,31.99,13,10,66,0,2.2,62
Bryan County,Bryan County,Lanier Primary School,E,Bryan County,452,43,0,1,0,0,69.03,18,3,74,0,1.1,44
Bryan County,Bryan County,Bryan County Elementary School,E,Bryan County,452,13,0,4,0,0,69.91,22,3,69,0,0.7,17
Bryan County,Bryan County,Richmond Hill Elementary School,E,Bryan County,682,24,0,0,0,0,35.19,15,12,64,0,2.1,24
Bryan County,Bryan County,Bryan County Middle School,M,Bryan County,481,170,0,0,0,0,69.44,24,4,67,0,0.2,170
Bryan County,Bryan County,Bryan County High School,H,Bryan County,563,100,0,0,0,0,62.88,24,3,67,0,0.2,100
Bryan County,Bryan County,McAllister Elementary School,E,Bryan County,1225,38,0,0,0,0,6.04,6,7,79,0,0.4,38
Bulloch County,Bulloch County,Mill Creek Elementary School,E,Bulloch County,586,58,0,4,0,0,73.38,60,7,27,1,2.9,62
Bulloch County,Bulloch County,Nevils Elementary School,E,Bulloch County,409,5,0,0,0,0,46.45,14,6,78,0,2.4,5
Bulloch County,Bulloch County,William James Middle School,M,Bulloch County,651,127,0,4,0,0,58.53,50,5,40,0,0.5,131
Bulloch County,Bulloch County,Langston Chapel Elementary School,E,Bulloch County,536,80,0,0,1,0,90.86,57,17,22,2,9,81
Bulloch County,Bulloch County,Brooklet Elementary School,E,Bulloch County,688,12,0,2,0,0,36.77,10,5,78,0,1.3,14
Bulloch County,Bulloch County,Southeast Bulloch High School,H,Bulloch County,1031,64,0,0,0,0,38.8,11,5,80,0,0.2,64
Bulloch County,Bulloch County,Langston Chapel Middle School,M,Bulloch County,710,207,4,1,0,0,79.58,66,10,21,1,1,212
Bulloch County,Bulloch County,Southeast Bulloch Middle School,M,Bulloch County,812,33,0,0,0,0,43.84,11,4,81,0,0.5,33
Bulloch County,Bulloch County,Portal Elementary School,E,Bulloch County,347,19,0,4,0,0,72.62,26,8,59,1,2.6,23
Bulloch County,Bulloch County,Julia P. Bryant Elementary School,E,Bulloch County,657,48,0,14,0,0,52.82,42,5,45,1,2.9,62
Bulloch County,Bulloch County,Statesboro High School,H,Bulloch County,1640,411,0,0,0,0,57.44,49,8,38,1,1.5,411
Bulloch County,Bulloch County,Stilson Elementary School,E,Bulloch County,346,6,0,7,0,0,56.65,4,5,87,0,1.2,13
Bulloch County,Bulloch County,Portal Middle/High School,H,Bulloch County,441,32,0,0,0,0,61,32,6,59,0,0.5,32
Bulloch County,Bulloch County,Mattie Lively Elementary School,E,Bulloch County,586,32,0,14,0,0,79.52,57,7,31,1,2.6,46
Bulloch County,Bulloch County,Sallie Zetterower Elementary School,E,Bulloch County,702,30,0,2,0,0,66.67,48,9,32,1,3.8,32
Burke County,Burke County,Blakeney Elementary,E,Burke County,762,13,0,0,2,0,78.37,67,4,24,0,0,15
Burke County,Burke County,Burke County Middle School,M,Burke County,957,366,0,0,51,0,94.45,63,4,28,0,0,417
Burke County,Burke County,S G A Elementary School,E,Burke County,230,13,0,0,3,0,78.79,55,2,38,1,0,16
Burke County,Burke County,Burke County High School,H,Burke County,1207,358,0,0,0,0,63.38,63,3,30,0,0,358
Burke County,Burke County,Waynesboro Primary School,E,Burke County,736,7,0,0,0,0,61.16,63,5,28,0,0,7
Butts County,Butts County,Henderson Middle School,M,Butts County,2320,426,8,5,0,0,88.61,33,5,56,0,0.2,439
Butts County,Butts County,Hampton L. Daughtry Elementary School,E,Butts County,470,80,0,0,0,0,88.51,31,8,57,0,0.2,80
Butts County,Butts County,Stark Elementary School,E,Butts County,552,77,0,2,0,0,88.59,27,1,65,0,0,79
Butts County,Butts County,Jackson Elementary School,E,Butts County,3278,64,0,16,0,0,88.61,40,5,47,0,2.9,80
Butts County,Butts County,Jackson High School,H,Butts County,981,281,4,0,0,1,88.58,32,3,61,0,0.2,286
Calhoun County,Calhoun County,Calhoun County High School,H,Calhoun County,181,47,0,0,0,0,80.42,98,1,1,1,0,47
Calhoun County,Calhoun County,Calhoun County Elementary School,E,Calhoun County,212,5,0,0,0,0,69.5,90,5,2,1,0,5
Calhoun County,Calhoun County,Calhoun County Middle School,M,Calhoun County,137,48,0,0,0,0,90.61,94,3,3,0,0,48
Camden County,Camden County,Mamie Lou Gross Elementary School,E,Camden County,514,94,0,0,0,0,59.73,31,6,54,0,0.8,94
Camden County,Camden County,Saint Marys Middle School,M,Camden County,1020,121,3,0,0,0,44.12,20,11,60,0,0.6,124
Camden County,Camden County,Saint Marys Elementary School,E,Camden County,619,13,0,4,0,0,52.34,20,9,62,0,0.8,17
Camden County,Camden County,Camden Middle School,M,Camden County,1046,165,7,0,0,0,52.87,23,7,60,0,0.7,172
Camden County,Camden County,Crooked River Elementary School,E,Camden County,550,33,0,6,0,0,46.91,19,14,58,0,2.5,39
Camden County,Camden County,Matilda Harris Elementary School,E,Camden County,560,47,0,22,0,0,46.25,24,12,53,0,0.7,69
Camden County,Camden County,Woodbine Elementary School,E,Camden County,389,37,0,8,0,0,65.3,24,2,66,0,0.3,45
Camden County,Camden County,Kingsland Elementary School,E,Camden County,410,13,0,0,0,0,53.9,13,9,66,0,0.7,13
Camden County,Camden County,David L Rainer Elementary School,E,Camden County,424,17,0,0,0,0,54.48,21,8,61,0,0,17
Camden County,Camden County,Sugarmill Elementary,E,Camden County,537,18,0,1,0,0,36.69,15,9,67,0,0.7,19
Camden County,Camden County,Camden County High School,H,Camden County,2504,272,16,0,0,0,40.3,23,8,60,0,0.4,288
Camden County,Camden County,Mary Lee Clark Elementary School,E,Camden County,519,7,0,0,0,0,51.06,25,9,55,0,1.3,7
Candler County,Candler County,Metter High School,H,Candler County,609,68,0,0,0,0,89.98,28,19,51,3,2.6,68
Candler County,Candler County,Metter Middle School,M,Candler County,504,122,0,0,13,0,90.08,34,22,40,3,2,135
Candler County,Candler County,Metter Elementary School,E,Candler County,990,74,0,0,82,0,90,27,21,46,3,4.2,156
Carroll County,Carroll County,Sharp Creek Elementary School,E,Carroll County,525,18,0,18,0,1,78.1,22,15,54,0,5.9,37
Carroll County,Carroll County,Bowdon Middle School,M,Carroll County,288,19,0,1,3,0,64.24,9,8,74,0,0.7,23
Carroll County,Carroll County,Temple Middle School,M,Carroll County,492,72,0,0,0,0,69.51,15,6,70,0,0.6,72
Carroll County,Carroll County,KidsPeace,H,Carroll County,61,0,0,0,0,0,55.04,49,2,46,0,1.6,0
Carroll County,Carroll County,Providence Elementary School,E,Carroll County,422,14,0,1,2,0,58.06,5,6,81,0,1.2,17
Carroll County,Carroll County,Mount Zion Elementary School,E,Carroll County,1285,28,0,0,5,0,77.16,8,16,68,0,7.3,33
Carroll County,Carroll County,Central Middle School,M,Carroll County,953,77,0,0,0,0,51.21,10,10,75,0,2.7,77
Carroll County,Carroll County,Temple High School,H,Carroll County,627,92,0,0,0,0,57.26,14,7,72,0,0.3,92
Carroll County,Carroll County,Bay Springs Middle School,M,Carroll County,861,140,0,0,0,0,56.91,21,11,60,0,1.9,140
Carroll County,Carroll County,Mt. Zion Middle School,M,Carroll County,344,40,1,0,0,0,70.06,8,12,74,0,0.9,41
Carroll County,Carroll County,Mt. Zion High School,H,Carroll County,422,47,0,0,0,0,63.27,9,10,73,0,1.9,47
Carroll County,Carroll County,Villa Rica Middle,M,Carroll County,508,123,0,0,13,0,66.93,31,9,52,0,1.8,136
Carroll County,Carroll County,Roopville Elementary School,E,Carroll County,365,7,0,1,0,0,44.66,6,5,84,0,1.1,8
Carroll County,Carroll County,Ithica Elementary,E,Carroll County,712,8,0,0,0,0,50,24,11,58,0,3.4,8
Carroll County,Carroll County,Whitesburg Elementary School,E,Carroll County,366,10,0,1,0,0,63.11,6,7,81,0,1.1,11
Carroll County,Carroll County,Glanton-Hindsman Elementary,E,Carroll County,597,30,0,15,33,0,61.98,28,8,55,0,1.8,78
Carroll County,Carroll County,Villa Rica Elementary School,E,Carroll County,416,12,0,3,0,0,72.6,23,14,54,0,5.5,15
Carroll County,Carroll County,Temple Elementary School,E,Carroll County,538,21,0,42,0,0,65.61,22,6,65,0,2.8,63
Carroll County,Carroll County,Bowdon Elementary School,E,Carroll County,582,30,0,25,0,0,63.4,13,6,71,0,1.9,55
Carroll County,Carroll County,Central High School,H,Carroll County,2217,84,0,2,0,0,48.34,12,9,73,0,1.5,86
Carroll County,Carroll County,Bowdon High School,H,Carroll County,412,54,0,0,0,0,52.18,12,6,75,0,0.5,54
Carroll County,Carroll County,Central Elementary School,E,Carroll County,907,15,0,23,6,0,44.98,12,11,71,0,5.4,44
Carroll County,Carroll County,Sand Hill Elementary School,E,Carroll County,1241,10,0,0,0,0,55.07,16,7,68,0,2.9,10
Carroll County,Carroll County,Villa Rica High School,H,Carroll County,1637,128,0,0,0,0,54.67,26,10,56,0,1.2,128
Catoosa County,Catoosa County,Ringgold Primary School,E,Catoosa County,468,1,0,0,0,0,47.86,1,2,90,0,1.1,1
Catoosa County,Catoosa County,Battlefield Primary,E,Catoosa County,449,12,0,0,0,0,55.46,2,4,82,0,4.5,12
Catoosa County,Catoosa County,Battlefield Elementary School,E,Catoosa County,487,7,0,0,0,0,55.03,5,4,83,0,2.5,7
Catoosa County,Catoosa County,Woodstation Elementary School,E,Catoosa County,381,2,0,0,0,0,41.21,1,3,94,0,0.3,2
Catoosa County,Catoosa County,Heritage High School,H,Catoosa County,3135,47,5,0,0,0,26.37,2,2,91,0,0.1,52
Catoosa County,Catoosa County,Tiger Creek Elementary School,E,Catoosa County,443,10,0,0,0,0,63.43,1,4,91,0,2.3,10
Catoosa County,Catoosa County,Heritage Middle School,M,Catoosa County,935,14,0,0,0,0,35.83,2,4,90,0,0,14
Catoosa County,Catoosa County,Boynton Elementary School,E,Catoosa County,589,4,0,0,0,0,34.3,2,3,90,0,0.3,4
Catoosa County,Catoosa County,Lakeview-Fort Oglethorpe High School,H,Catoosa County,980,36,0,0,0,0,60.51,7,8,78,0,1.5,36
Catoosa County,Catoosa County,West Side Elementary School,E,Catoosa County,984,2,0,0,0,0,75.05,4,10,78,0,4.1,2
Catoosa County,Catoosa County,Lakeview Middle School,M,Catoosa County,798,69,2,0,0,0,69.8,6,8,80,0,1.3,71
Catoosa County,Catoosa County,Cloud Springs Elementary School,E,Catoosa County,357,9,0,0,0,0,75.63,3,3,88,0,0.6,9
Catoosa County,Catoosa County,Ringgold Elementary School,E,Catoosa County,459,9,0,0,0,0,47.28,2,2,91,0,0.4,9
Catoosa County,Catoosa County,Ringgold High School,H,Catoosa County,1046,26,0,0,0,0,36.52,2,4,90,0,0.6,26
Catoosa County,Catoosa County,Graysville Elementary School,E,Catoosa County,513,1,0,0,0,0,42.11,3,4,86,0,1.6,1
Catoosa County,Catoosa County,Ringgold Middle School,M,Catoosa County,780,17,0,0,0,0,48.59,2,4,89,0,0.8,17
Charlton County,Charlton County,Bethune Middle School,M,Charlton County,590,151,0,0,14,0,75.08,33,3,56,0,0,165
Charlton County,Charlton County,Folkston Elementary School,E,Charlton County,456,11,0,0,35,0,69.96,34,2,56,0,0.4,46
Charlton County,Charlton County,Charlton County High School,H,Charlton County,425,34,0,0,0,1,60.47,31,2,60,0,0,35
Charlton County,Charlton County,St. George Elementary School,E,Charlton County,157,7,0,0,9,0,75.8,1,3,89,0,0,16
Savannah-Chatham County,Savannah-Chatham County,Johnson High School,H,Savannah-Chatham County,2212,125,0,0,0,0,73.22,88,4,5,0,0.6,125
Savannah-Chatham County,Savannah-Chatham County,UHS of Savannah Coastal Harbor Treatment Center,H,Savannah-Chatham County,53,0,0,0,0,0,16.98,38,6,51,0,0,0
Savannah-Chatham County,Savannah-Chatham County,Coastal Empire Montessori Charter School,E,Savannah-Chatham County,251,20,0,2,0,0,64.54,46,9,36,0,0,22
Savannah-Chatham County,Savannah-Chatham County,Woodville-Tompkins Technical and Career High School,H,Savannah-Chatham County,661,51,0,0,0,0,64.75,67,13,10,0,0,51
Savannah-Chatham County,Savannah-Chatham County,Pulaski Elementary SChool,E,Savannah-Chatham County,599,41,0,0,0,0,67.28,48,24,23,0,4.7,41
Savannah-Chatham County,Savannah-Chatham County,New Hampstead High School,H,Savannah-Chatham County,1327,260,0,2,0,0,45.14,51,13,28,0,1.5,262
Savannah-Chatham County,Savannah-Chatham County,Oglethorpe Charter School,M,Savannah-Chatham County,604,100,0,0,0,0,63.74,66,6,19,0,0,100
Savannah-Chatham County,Savannah-Chatham County,The STEM Academy at Bartlett,M,Savannah-Chatham County,695,36,0,0,0,0,33.81,26,11,48,0,0,36
Savannah-Chatham County,Savannah-Chatham County,Tybee Island Maritime Academy School,E,Savannah-Chatham County,284,2,0,0,0,0,27.82,12,4,81,0,0,2
